latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-33.371,-60.157,303.2,1,1,2020-10-17,0250,Terra,MODIS,30,6.0NRT,291.6,5.2,N
-33.378,-60.144,302.9,1,1,2020-10-17,0250,Terra,MODIS,16,6.0NRT,290.5,5.1,N
-33.738,-58.869,310,1,1,2020-10-17,0250,Terra,MODIS,79,6.0NRT,288.7,11.8,N
-33.009,-60.069,357.4,1,1,2020-10-17,0250,Terra,MODIS,100,6.0NRT,296.1,80.3,N
-33.007,-60.058,309,1,1,2020-10-17,0250,Terra,MODIS,29,6.0NRT,289.7,9.1,N
-27.957,-63.703,316.8,1.1,1,2020-10-17,0255,Terra,MODIS,94,6.0NRT,288.3,16.1,N
-29.334,-60.984,313.9,1,1,2020-10-17,0255,Terra,MODIS,88,6.0NRT,289.9,12.9,N
-29.332,-60.973,311.8,1,1,2020-10-17,0255,Terra,MODIS,83,6.0NRT,289.7,11.3,N
-29.33,-60.899,306.6,1,1,2020-10-17,0255,Terra,MODIS,69,6.0NRT,289.9,7.6,N
-29.329,-60.889,305.2,1,1,2020-10-17,0255,Terra,MODIS,63,6.0NRT,289.2,6.8,N
-29.433,-59.46,308.6,1.1,1,2020-10-17,0255,Terra,MODIS,75,6.0NRT,278.8,12.3,N
-30.239,-63.007,308.3,1.1,1,2020-10-17,0255,Terra,MODIS,74,6.0NRT,291.4,8.7,N
-30.238,-62.996,304.5,1.1,1,2020-10-17,0255,Terra,MODIS,60,6.0NRT,291.2,6.2,N
-30.856,-64.473,322.2,1.2,1.1,2020-10-17,0255,Terra,MODIS,87,6.0NRT,288.1,26.5,N
-30.866,-64.472,350.3,1.2,1.1,2020-10-17,0255,Terra,MODIS,100,6.0NRT,291.9,84,N
-30.863,-64.445,323,1.2,1.1,2020-10-17,0255,Terra,MODIS,100,6.0NRT,285.2,29.8,N
-30.861,-64.432,303.8,1.2,1.1,2020-10-17,0255,Terra,MODIS,24,6.0NRT,284.4,9.1,N
-30.868,-64.479,341.6,1.2,1.1,2020-10-17,0255,Terra,MODIS,100,6.0NRT,290.7,60.5,N
-30.866,-64.465,345.1,1.2,1.1,2020-10-17,0255,Terra,MODIS,100,6.0NRT,289.7,69.6,N
-30.863,-64.438,326.6,1.2,1.1,2020-10-17,0255,Terra,MODIS,100,6.0NRT,285.1,34.1,N
-30.876,-64.464,339,1.2,1.1,2020-10-17,0255,Terra,MODIS,100,6.0NRT,289.7,55.3,N
-30.874,-64.45,364.2,1.2,1.1,2020-10-17,0255,Terra,MODIS,100,6.0NRT,290.4,129.7,N
-30.873,-64.437,316.3,1.2,1.1,2020-10-17,0255,Terra,MODIS,59,6.0NRT,286.2,19.8,N
-25.158,-64.423,302.2,1.1,1,2020-10-17,0255,Terra,MODIS,47,6.0NRT,291,4.7,N
-25.853,-58.446,301.3,1.4,1.2,2020-10-17,0255,Terra,MODIS,40,6.0NRT,290.6,6.4,N
-25.858,-58.439,312.8,1.4,1.2,2020-10-17,0255,Terra,MODIS,86,6.0NRT,291.1,17.2,N
-25.881,-58.448,306.7,1.4,1.2,2020-10-17,0255,Terra,MODIS,69,6.0NRT,291.1,11.2,N
-27.284,-65.232,300.8,1.2,1.1,2020-10-17,0255,Terra,MODIS,33,6.0NRT,290.1,6.2,N
-27.948,-63.704,301.3,1.1,1,2020-10-17,0255,Terra,MODIS,36,6.0NRT,290.4,4.4,N
-27.956,-63.692,301,1.1,1,2020-10-17,0255,Terra,MODIS,31,6.0NRT,290.1,3.9,N
-33.007,-60.053,313.1,3.6,1.8,2020-10-17,0430,Aqua,MODIS,67,6.0NRT,288,80.5,N
-33.023,-60.058,309,3.6,1.8,2020-10-17,0430,Aqua,MODIS,76,6.0NRT,287.8,68.4,N
-33.014,-60.096,301.1,3.6,1.8,2020-10-17,0430,Aqua,MODIS,38,6.0NRT,287.7,38.9,N
-33.059,-66.24,306,2.1,1.4,2020-10-17,0605,Aqua,MODIS,26,6.0NRT,289.4,21.4,N
-33.042,-66.263,303.2,2.1,1.4,2020-10-17,0605,Aqua,MODIS,54,6.0NRT,290,16.9,N
-33.055,-66.265,303.6,2.1,1.4,2020-10-17,0605,Aqua,MODIS,56,6.0NRT,290.3,17.4,N
-30.872,-64.463,301.4,2.7,1.6,2020-10-17,0605,Aqua,MODIS,41,6.0NRT,287.3,24.5,N
-30.869,-64.457,307.5,2.7,1.6,2020-10-17,0605,Aqua,MODIS,68,6.0NRT,287.1,37.9,N
-30.858,-64.463,303.7,2.7,1.6,2020-10-17,0605,Aqua,MODIS,56,6.0NRT,287.2,29.2,N
-33.057,-66.246,313.7,2.1,1.4,2020-10-17,0605,Aqua,MODIS,88,6.0NRT,290.6,40.2,N
-33.044,-66.257,308.6,2.1,1.4,2020-10-17,0605,Aqua,MODIS,33,6.0NRT,290.7,24.9,N
-33.057,-66.259,306.5,2.1,1.4,2020-10-17,0605,Aqua,MODIS,31,6.0NRT,290.6,21.2,N
-29.594,-61.591,341.4,1.7,1.3,2020-10-17,1350,Terra,MODIS,89,6.0NRT,299.1,68.4,D
-29.59,-61.609,346,1.7,1.3,2020-10-17,1350,Terra,MODIS,92,6.0NRT,300,86.9,D
-29.441,-61.528,326.3,1.7,1.3,2020-10-17,1350,Terra,MODIS,61,6.0NRT,298.6,24.3,D
-29.442,-61.54,325,1.7,1.3,2020-10-17,1350,Terra,MODIS,65,6.0NRT,299.2,22,D
-29.381,-61.002,320.4,1.6,1.2,2020-10-17,1350,Terra,MODIS,51,6.0NRT,297.9,13,D
-29.326,-60.983,322.5,1.6,1.2,2020-10-17,1350,Terra,MODIS,65,6.0NRT,297.7,19.5,D
-26.524,-54.665,337.4,1,1,2020-10-17,1350,Terra,MODIS,89,6.0NRT,287.8,36.2,D
-25.865,-58.429,344.4,1.3,1.1,2020-10-17,1350,Terra,MODIS,70,6.0NRT,285.3,62.8,D
-25.855,-58.427,328.3,1.3,1.1,2020-10-17,1350,Terra,MODIS,52,6.0NRT,284.1,26.5,D
-25.925,-54.737,323.4,1,1,2020-10-17,1350,Terra,MODIS,77,6.0NRT,297.4,11.3,D
-29.628,-61.643,342.6,1.7,1.3,2020-10-17,1350,Terra,MODIS,89,6.0NRT,299.3,79.2,D
-29.625,-61.661,327.7,1.7,1.3,2020-10-17,1350,Terra,MODIS,74,6.0NRT,300.4,28.9,D
-29.617,-61.64,351.3,1.7,1.3,2020-10-17,1350,Terra,MODIS,95,6.0NRT,300.2,115.4,D
-29.613,-61.658,337.2,1.7,1.3,2020-10-17,1350,Terra,MODIS,85,6.0NRT,300.8,55.8,D
-29.622,-61.635,346.9,1.7,1.3,2020-10-17,1350,Terra,MODIS,92,6.0NRT,299.9,92.5,D
-29.618,-61.653,357.6,1.7,1.3,2020-10-17,1350,Terra,MODIS,98,6.0NRT,301,148.5,D
-29.607,-61.65,323,1.7,1.3,2020-10-17,1350,Terra,MODIS,62,6.0NRT,299.9,15.9,D
-29.602,-61.612,330.5,1.7,1.3,2020-10-17,1350,Terra,MODIS,76,6.0NRT,298.8,32.1,D
-28.739,-60.529,328.4,1.5,1.2,2020-10-17,1350,Terra,MODIS,72,6.0NRT,299.4,20.6,D
-28.658,-60.342,352.1,1.5,1.2,2020-10-17,1350,Terra,MODIS,96,6.0NRT,300.2,91.3,D
-28.657,-60.335,347.1,1.5,1.2,2020-10-17,1350,Terra,MODIS,93,6.0NRT,300.7,72.1,D
-28.655,-60.35,337.8,1.5,1.2,2020-10-17,1350,Terra,MODIS,86,6.0NRT,298.1,42.3,D
-29.21,-56.879,311,1,1,2020-10-17,1350,Terra,MODIS,48,6.0NRT,284.2,8.9,D
-28.386,-59.536,333.6,1.4,1.2,2020-10-17,1350,Terra,MODIS,84,6.0NRT,294.5,35,D
-28.384,-59.549,323.3,1.4,1.2,2020-10-17,1350,Terra,MODIS,58,6.0NRT,295.7,15.4,D
-27.446,-61.408,323.1,1.9,1.3,2020-10-17,1350,Terra,MODIS,68,6.0NRT,298.1,18,D
-27.442,-61.427,333.6,1.9,1.3,2020-10-17,1350,Terra,MODIS,83,6.0NRT,298.3,50.6,D
-26.844,-61.968,322.7,2.1,1.4,2020-10-17,1350,Terra,MODIS,45,6.0NRT,293.5,30.4,D
-25.612,-61.764,319.9,2.2,1.4,2020-10-17,1350,Terra,MODIS,50,6.0NRT,295.1,22.8,D
-26.523,-54.675,335.7,1,1,2020-10-17,1350,Terra,MODIS,88,6.0NRT,290.2,33.4,D
-29.428,-59.461,332.6,1.3,1.1,2020-10-17,1350,Terra,MODIS,76,6.0NRT,298.7,28.8,D
-31.735,-63.12,323.8,2,1.4,2020-10-17,1355,Terra,MODIS,69,6.0NRT,302.1,19.5,D
-33.04,-66.275,362.3,2.9,1.6,2020-10-17,1355,Terra,MODIS,100,6.0NRT,301.6,388.6,D
-33.05,-66.235,367.6,2.9,1.6,2020-10-17,1355,Terra,MODIS,100,6.0NRT,302.2,463,D
-35.52,-60.052,305.4,1.1,1.1,2020-10-17,1355,Terra,MODIS,40,6.0NRT,279,7.7,D
-35.622,-65.622,322.1,2.3,1.5,2020-10-17,1355,Terra,MODIS,61,6.0NRT,305.9,24.2,D
-37.662,-57.843,320.1,1,1,2020-10-17,1355,Terra,MODIS,73,6.0NRT,298.3,12.6,D
-37.664,-57.831,316.1,1,1,2020-10-17,1355,Terra,MODIS,67,6.0NRT,295.2,9.1,D
-31.221,-60.084,318.7,1.3,1.1,2020-10-17,1355,Terra,MODIS,0,6.0NRT,291.6,10.9,D
-34.39,-58.554,332.9,1,1,2020-10-17,1355,Terra,MODIS,74,6.0NRT,288,31.3,D
-33.012,-66.059,321.4,2.8,1.6,2020-10-17,1355,Terra,MODIS,53,6.0NRT,305.8,37.9,D
-33.041,-66.267,375.6,2.9,1.6,2020-10-17,1355,Terra,MODIS,100,6.0NRT,302.7,590.5,D
-33.05,-66.227,353.6,2.9,1.6,2020-10-17,1355,Terra,MODIS,96,6.0NRT,301.8,281.4,D
-29.533,-62.94,346.1,1.1,1,2020-10-17,1810,Aqua,MODIS,90,6.0NRT,310.5,40.7,D
-29.531,-62.929,381.7,1.1,1,2020-10-17,1810,Aqua,MODIS,100,6.0NRT,312,159.7,D
-29.277,-60.824,326.8,1.3,1.1,2020-10-17,1810,Aqua,MODIS,67,6.0NRT,302.3,20.7,D
-29.758,-63.676,349.6,1,1,2020-10-17,1810,Aqua,MODIS,93,6.0NRT,306.9,50.8,D
-29.767,-63.69,343.9,1,1,2020-10-17,1810,Aqua,MODIS,88,6.0NRT,308.9,37.2,D
-29.766,-63.679,469.3,1,1,2020-10-17,1810,Aqua,MODIS,100,6.0NRT,329.4,1015.7,D
-29.764,-63.669,375.3,1,1,2020-10-17,1810,Aqua,MODIS,100,6.0NRT,306.3,125.2,D
-29.597,-61.619,338.5,1.2,1.1,2020-10-17,1810,Aqua,MODIS,84,6.0NRT,306.2,34,D
-29.593,-61.594,333.5,1.2,1.1,2020-10-17,1810,Aqua,MODIS,59,6.0NRT,305.4,21.5,D
-29.613,-61.654,348.9,1.2,1.1,2020-10-17,1810,Aqua,MODIS,93,6.0NRT,306.3,58.6,D
-29.611,-61.641,339.2,1.2,1.1,2020-10-17,1810,Aqua,MODIS,85,6.0NRT,304.5,34.6,D
-29.603,-61.592,342.8,1.2,1.1,2020-10-17,1810,Aqua,MODIS,83,6.0NRT,305.1,40.7,D
-29.621,-61.639,327.3,1.2,1.1,2020-10-17,1810,Aqua,MODIS,30,6.0NRT,305.3,12.3,D
-29.622,-61.646,329.5,1.2,1.1,2020-10-17,1810,Aqua,MODIS,27,6.0NRT,305,15.6,D
-29.664,-61.223,326.1,1.3,1.1,2020-10-17,1810,Aqua,MODIS,67,6.0NRT,303.4,12.5,D
-30.811,-64.463,327.7,1,1,2020-10-17,1810,Aqua,MODIS,29,6.0NRT,310.7,13.1,D
-30.559,-61.653,325.4,1.2,1.1,2020-10-17,1810,Aqua,MODIS,68,6.0NRT,302.5,13.4,D
-30.557,-61.641,326.2,1.2,1.1,2020-10-17,1810,Aqua,MODIS,70,6.0NRT,302.2,14.6,D
-30.525,-59.874,329.6,1.4,1.2,2020-10-17,1810,Aqua,MODIS,59,6.0NRT,297.8,32.5,D
-30.536,-59.872,338.5,1.4,1.2,2020-10-17,1810,Aqua,MODIS,75,6.0NRT,294.5,53.3,D
-31.411,-63.285,331.7,1,1,2020-10-17,1810,Aqua,MODIS,65,6.0NRT,310,14.1,D
-31.422,-63.293,341.6,1,1,2020-10-17,1810,Aqua,MODIS,87,6.0NRT,313.3,28.7,D
-31.42,-63.283,362.4,1,1,2020-10-17,1810,Aqua,MODIS,100,6.0NRT,314.2,77.8,D
-31.344,-62.376,338.5,1.1,1,2020-10-17,1810,Aqua,MODIS,80,6.0NRT,303.2,29.5,D
-31.646,-59.355,325.2,1.5,1.2,2020-10-17,1810,Aqua,MODIS,71,6.0NRT,298.7,23.8,D
-33.039,-66.286,367.3,1.1,1.1,2020-10-17,1810,Aqua,MODIS,100,6.0NRT,321.2,100.1,D
-33.037,-66.273,345.3,1.1,1.1,2020-10-17,1810,Aqua,MODIS,69,6.0NRT,316.5,36.3,D
-33.048,-66.284,341.3,1.1,1.1,2020-10-17,1810,Aqua,MODIS,69,6.0NRT,324.5,30.2,D
-33.047,-66.272,364.9,1.1,1.1,2020-10-17,1810,Aqua,MODIS,100,6.0NRT,324.9,94.5,D
-33.045,-66.26,356.3,1.1,1.1,2020-10-17,1810,Aqua,MODIS,92,6.0NRT,321.3,67.8,D
-33.044,-66.247,337.8,1.1,1,2020-10-17,1810,Aqua,MODIS,61,6.0NRT,314.4,29.1,D
-33.055,-66.258,339.7,1.1,1.1,2020-10-17,1810,Aqua,MODIS,52,6.0NRT,320,31,D
-33.053,-66.245,337.2,1.1,1,2020-10-17,1810,Aqua,MODIS,77,6.0NRT,316.4,30.6,D
-33.066,-66.237,355.2,1.1,1,2020-10-17,1810,Aqua,MODIS,81,6.0NRT,311.5,66.4,D
-33.075,-66.235,340.6,1.1,1,2020-10-17,1810,Aqua,MODIS,65,6.0NRT,305.5,36.9,D
-32.391,-60.516,329.2,1.2,1.1,2020-10-17,1810,Aqua,MODIS,56,6.0NRT,305.1,17.7,D
-32.389,-60.503,329.7,1.2,1.1,2020-10-17,1810,Aqua,MODIS,57,6.0NRT,304.3,20.5,D
-32.389,-60.511,344.1,1.2,1.1,2020-10-17,1810,Aqua,MODIS,78,6.0NRT,305,50.6,D
-33.009,-60.105,340.5,1.3,1.1,2020-10-17,1810,Aqua,MODIS,87,6.0NRT,310.3,35.8,D
-33.019,-60.103,349.3,1.3,1.1,2020-10-17,1810,Aqua,MODIS,94,6.0NRT,314.1,57.6,D
-33.017,-60.089,397.7,1.3,1.1,2020-10-17,1810,Aqua,MODIS,100,6.0NRT,321,314.1,D
-33.014,-60.076,380.7,1.3,1.1,2020-10-17,1810,Aqua,MODIS,100,6.0NRT,313.3,200.8,D
-33.012,-60.062,340.4,1.3,1.1,2020-10-17,1810,Aqua,MODIS,87,6.0NRT,296.9,39.9,D
-33.031,-60.114,339.4,1.3,1.1,2020-10-17,1810,Aqua,MODIS,87,6.0NRT,311.2,28.3,D
-33.029,-60.1,338.5,1.3,1.1,2020-10-17,1810,Aqua,MODIS,68,6.0NRT,309.4,28.4,D
-33.022,-60.06,339.1,1.3,1.1,2020-10-17,1810,Aqua,MODIS,68,6.0NRT,303.1,38.6,D
-33.02,-60.046,337.2,1.3,1.1,2020-10-17,1810,Aqua,MODIS,72,6.0NRT,299.1,34.8,D
-33.039,-60.098,375.2,1.3,1.1,2020-10-17,1810,Aqua,MODIS,100,6.0NRT,310.7,168.5,D
-33.03,-60.043,331.9,1.3,1.1,2020-10-17,1810,Aqua,MODIS,61,6.0NRT,305.4,25.1,D
-33.049,-60.095,369.8,1.3,1.1,2020-10-17,1810,Aqua,MODIS,100,6.0NRT,308.6,144.6,D
-33.36,-59.712,322.3,1.3,1.1,2020-10-17,1810,Aqua,MODIS,63,6.0NRT,303,14.3,D
-34.545,-59.708,318.2,1.3,1.1,2020-10-17,1810,Aqua,MODIS,62,6.0NRT,298.8,12.6,D
-34.543,-59.694,317.3,1.3,1.1,2020-10-17,1810,Aqua,MODIS,59,6.0NRT,297.7,11.3,D
-36.698,-60.335,329.9,1.1,1.1,2020-10-17,1810,Aqua,MODIS,80,6.0NRT,305.5,22.3,D
-38.356,-71.12,329.3,2.4,1.5,2020-10-17,1810,Aqua,MODIS,78,6.0NRT,297.7,88.7,D
-38.353,-71.148,321.3,2.4,1.5,2020-10-17,1810,Aqua,MODIS,55,6.0NRT,300,61.1,D
-38.35,-71.115,330,2.4,1.5,2020-10-17,1810,Aqua,MODIS,64,6.0NRT,301.3,97.4,D
-41.666,-65.737,323.3,1.3,1.1,2020-10-17,1810,Aqua,MODIS,68,6.0NRT,311.4,10.9,D
-23.608,-64.864,322.2,1,1,2020-10-17,1810,Aqua,MODIS,42,6.0NRT,301.9,14.1,D
-23.607,-64.855,321.1,1,1,2020-10-17,1810,Aqua,MODIS,52,6.0NRT,299.4,14,D
-23.629,-64.57,320.9,1.1,1,2020-10-17,1810,Aqua,MODIS,38,6.0NRT,302.9,8.4,D
-23.628,-64.56,321.8,1.1,1,2020-10-17,1810,Aqua,MODIS,47,6.0NRT,303.7,7.9,D
-23.656,-64.517,335.2,1.1,1,2020-10-17,1810,Aqua,MODIS,84,6.0NRT,305.4,22.4,D
-23.654,-64.506,328.2,1.1,1,2020-10-17,1810,Aqua,MODIS,71,6.0NRT,306,12,D
-23.684,-64.64,328.3,1.1,1,2020-10-17,1810,Aqua,MODIS,76,6.0NRT,303.2,18.5,D
-23.683,-64.63,328.5,1.1,1,2020-10-17,1810,Aqua,MODIS,77,6.0NRT,303.8,18.3,D
-23.689,-64.607,327.6,1.1,1,2020-10-17,1810,Aqua,MODIS,75,6.0NRT,303.8,15.2,D
-23.687,-64.597,332.2,1.1,1,2020-10-17,1810,Aqua,MODIS,81,6.0NRT,304,21.3,D
-23.704,-64.647,328.5,1.1,1,2020-10-17,1810,Aqua,MODIS,77,6.0NRT,303.3,16.9,D
-23.717,-64.666,321.2,1.1,1,2020-10-17,1810,Aqua,MODIS,63,6.0NRT,302.8,9,D
-23.967,-64.864,331.3,1,1,2020-10-17,1810,Aqua,MODIS,80,6.0NRT,308.9,17.5,D
-23.966,-64.854,347,1,1,2020-10-17,1810,Aqua,MODIS,93,6.0NRT,311.8,44.4,D
-24.317,-64.68,334.8,1,1,2020-10-17,1810,Aqua,MODIS,72,6.0NRT,314.4,14.2,D
-24.316,-64.67,345.2,1,1,2020-10-17,1810,Aqua,MODIS,91,6.0NRT,313.1,33.8,D
-24.59,-63.821,384,1.1,1.1,2020-10-17,1810,Aqua,MODIS,100,6.0NRT,313.9,177.7,D
-24.589,-63.81,394.2,1.1,1.1,2020-10-17,1810,Aqua,MODIS,100,6.0NRT,314.1,236.4,D
-24.6,-63.819,416.4,1.1,1.1,2020-10-17,1810,Aqua,MODIS,100,6.0NRT,321.7,407,D
-24.598,-63.808,400.6,1.1,1.1,2020-10-17,1810,Aqua,MODIS,100,6.0NRT,317.3,280.2,D
-25.233,-65.072,326.3,1,1,2020-10-17,1810,Aqua,MODIS,67,6.0NRT,309.1,11.5,D
-25.163,-64.425,351.6,1.1,1,2020-10-17,1810,Aqua,MODIS,95,6.0NRT,307.9,55.9,D
-26.532,-65.523,323.8,1,1,2020-10-17,1810,Aqua,MODIS,32,6.0NRT,307.7,11.1,D
-26.045,-62.351,336.4,1.3,1.1,2020-10-17,1810,Aqua,MODIS,85,6.0NRT,302.9,31.5,D
-26.045,-62.359,351.3,1.2,1.1,2020-10-17,1810,Aqua,MODIS,90,6.0NRT,301.1,70.8,D
-26.053,-62.344,339.3,1.3,1.1,2020-10-17,1810,Aqua,MODIS,87,6.0NRT,302.7,39.2,D
-26.051,-62.332,331.5,1.3,1.1,2020-10-17,1810,Aqua,MODIS,72,6.0NRT,301.9,21.2,D
-26.032,-62.219,337.7,1.3,1.1,2020-10-17,1810,Aqua,MODIS,86,6.0NRT,298.1,39.7,D
-26.768,-65.055,354.9,1,1,2020-10-17,1810,Aqua,MODIS,97,6.0NRT,314.9,51.7,D
-26.766,-65.045,354.5,1,1,2020-10-17,1810,Aqua,MODIS,96,6.0NRT,314.6,49.7,D
-26.333,-61.924,336.5,1.3,1.1,2020-10-17,1810,Aqua,MODIS,75,6.0NRT,302.5,29.4,D
-26.331,-61.911,344.4,1.3,1.1,2020-10-17,1810,Aqua,MODIS,91,6.0NRT,302.5,49.2,D
-26.244,-61.4,328,1.4,1.2,2020-10-17,1810,Aqua,MODIS,75,6.0NRT,301.4,21.6,D
-27.314,-65.657,343.4,1,1,2020-10-17,1810,Aqua,MODIS,86,6.0NRT,312.7,31,D
-27.268,-65.273,338.1,1,1,2020-10-17,1810,Aqua,MODIS,0,6.0NRT,318.1,18.8,D
-27.266,-65.263,337.8,1,1,2020-10-17,1810,Aqua,MODIS,78,6.0NRT,317.1,17.6,D
-27.401,-65.232,330,1,1,2020-10-17,1810,Aqua,MODIS,54,6.0NRT,314.1,10.7,D
-27.6,-65.276,333.1,1,1,2020-10-17,1810,Aqua,MODIS,71,6.0NRT,317.5,17,D
-27.599,-65.266,330.7,1,1,2020-10-17,1810,Aqua,MODIS,55,6.0NRT,314.2,13.9,D
-27.608,-65.269,351.5,1,1,2020-10-17,1810,Aqua,MODIS,94,6.0NRT,317.9,46.1,D
-28.098,-66.345,352.1,1,1,2020-10-17,1810,Aqua,MODIS,94,6.0NRT,322.8,42.3,D
-28.097,-66.335,332.7,1,1,2020-10-17,1810,Aqua,MODIS,59,6.0NRT,321.4,6.7,D
-28.372,-67.747,336.5,1.1,1.1,2020-10-17,1810,Aqua,MODIS,79,6.0NRT,304.5,33.1,D
-27.965,-64.689,325,1,1,2020-10-17,1810,Aqua,MODIS,29,6.0NRT,304.7,9.8,D
-28.806,-64.903,343.6,1,1,2020-10-17,1810,Aqua,MODIS,88,6.0NRT,317.8,29.8,D
-28.815,-64.902,346.6,1,1,2020-10-17,1810,Aqua,MODIS,90,6.0NRT,317.1,35.3,D
-28.742,-60.539,332.5,1.4,1.2,2020-10-17,1810,Aqua,MODIS,78,6.0NRT,303.7,23.3,D
-28.753,-60.537,338.6,1.4,1.2,2020-10-17,1810,Aqua,MODIS,85,6.0NRT,304,38.3,D
-28.764,-60.534,339.3,1.4,1.2,2020-10-17,1810,Aqua,MODIS,61,6.0NRT,303.6,40.7,D
-28.93,-60.828,327.8,1.4,1.2,2020-10-17,1810,Aqua,MODIS,38,6.0NRT,303.4,16.7,D
-28.924,-60.824,328.6,1.4,1.2,2020-10-17,1810,Aqua,MODIS,59,6.0NRT,303.4,19.5,D
-29.29,-62.175,329.5,1.2,1.1,2020-10-17,1810,Aqua,MODIS,72,6.0NRT,307.5,11.7,D
-29.246,-61.849,326.2,1.2,1.1,2020-10-17,1810,Aqua,MODIS,31,6.0NRT,302.8,14.3,D
-22.409,-64.146,328,1.1,1.1,2020-10-17,1815,Aqua,MODIS,76,6.0NRT,293.8,24.2,D
-33.719,-58.755,313.2,4.3,1.9,2020-10-18,0155,Terra,MODIS,87,6.0NRT,288.4,106.2,N
-33.719,-58.748,313.1,4.3,1.9,2020-10-18,0155,Terra,MODIS,86,6.0NRT,288.5,105.5,N
-33.027,-66.288,317.7,1.5,1.2,2020-10-18,0335,Terra,MODIS,96,6.0NRT,294.5,27.2,N
-30.916,-64.438,310.1,2.2,1.4,2020-10-18,0335,Terra,MODIS,69,6.0NRT,290.7,29.5,N
-30.903,-64.442,347.2,2.2,1.4,2020-10-18,0335,Terra,MODIS,100,6.0NRT,292.2,180.6,N
-30.908,-64.465,308.2,2.2,1.4,2020-10-18,0335,Terra,MODIS,54,6.0NRT,290.1,24.2,N
-30.901,-64.424,308.2,2.2,1.4,2020-10-18,0335,Terra,MODIS,30,6.0NRT,290.3,25.2,N
-30.906,-64.447,345.4,2.2,1.4,2020-10-18,0335,Terra,MODIS,100,6.0NRT,292.5,169.1,N
-30.888,-64.428,310.2,2.2,1.4,2020-10-18,0335,Terra,MODIS,16,6.0NRT,289.7,28.7,N
-30.893,-64.45,330.2,2.2,1.4,2020-10-18,0335,Terra,MODIS,100,6.0NRT,291,92.1,N
-30.88,-64.453,304.4,2.2,1.4,2020-10-18,0335,Terra,MODIS,24,6.0NRT,289.5,18.3,N
-29.775,-63.685,306.6,2.6,1.6,2020-10-18,0335,Terra,MODIS,67,6.0NRT,294.6,22,N
-33.035,-66.27,368.8,1.5,1.2,2020-10-18,0335,Terra,MODIS,100,6.0NRT,302.2,206.7,N
-33.038,-66.285,357,1.5,1.2,2020-10-18,0335,Terra,MODIS,100,6.0NRT,298.9,143.9,N
-33.024,-66.273,312.8,1.5,1.2,2020-10-18,0335,Terra,MODIS,86,6.0NRT,295.6,19.2,N
-29.761,-63.69,311.7,2.6,1.6,2020-10-18,0335,Terra,MODIS,82,6.0NRT,294.4,35.8,N
-29.758,-63.698,306.2,2.6,1.6,2020-10-18,0335,Terra,MODIS,66,6.0NRT,294,20.6,N
-38.89,-64.338,311.6,1.5,1.2,2020-10-18,0335,Terra,MODIS,83,6.0NRT,293.7,16.6,N
-37.784,-65.804,302.5,1.3,1.1,2020-10-18,0335,Terra,MODIS,41,6.0NRT,286,7.3,N
-37.787,-65.819,306.2,1.3,1.1,2020-10-18,0335,Terra,MODIS,67,6.0NRT,290.3,10.8,N
-37.788,-65.809,306.8,1.3,1.1,2020-10-18,0335,Terra,MODIS,55,6.0NRT,290.3,11.1,N
-37.688,-67.856,328.1,1.1,1,2020-10-18,0335,Terra,MODIS,100,6.0NRT,288.6,32.6,N
-37.69,-67.868,331.1,1.1,1,2020-10-18,0335,Terra,MODIS,100,6.0NRT,288,37,N
-33.726,-58.751,302.9,4.3,1.9,2020-10-18,0335,Terra,MODIS,52,6.0NRT,289.1,49.7,N
-33.726,-58.755,301.9,4.3,1.9,2020-10-18,0335,Terra,MODIS,45,6.0NRT,289.1,45.4,N
-33.006,-60.098,307,3.7,1.8,2020-10-18,0335,Terra,MODIS,70,6.0NRT,291.4,56.2,N
-32.911,-64.839,303.6,1.9,1.3,2020-10-18,0335,Terra,MODIS,20,6.0NRT,293.1,12.2,N
-32.915,-64.859,308.1,1.9,1.3,2020-10-18,0335,Terra,MODIS,73,6.0NRT,293.4,19.3,N
-33.082,-66.208,309.3,1.5,1.2,2020-10-18,0335,Terra,MODIS,55,6.0NRT,288.8,16.2,N
-33.085,-66.222,310.2,1.5,1.2,2020-10-18,0335,Terra,MODIS,41,6.0NRT,290.3,16.3,N
-33.077,-66.239,347,1.5,1.2,2020-10-18,0335,Terra,MODIS,100,6.0NRT,295.8,101.4,N
-33.079,-66.253,326.9,1.5,1.2,2020-10-18,0335,Terra,MODIS,100,6.0NRT,294.9,44.4,N
-33.058,-66.198,310.5,1.5,1.2,2020-10-18,0335,Terra,MODIS,60,6.0NRT,288.7,18,N
-33.06,-66.213,312.1,1.5,1.2,2020-10-18,0335,Terra,MODIS,32,6.0NRT,288.7,18.4,N
-33.05,-66.216,312.5,1.5,1.2,2020-10-18,0335,Terra,MODIS,43,6.0NRT,290.6,19.8,N
-33.052,-66.23,327.8,1.5,1.2,2020-10-18,0335,Terra,MODIS,100,6.0NRT,292.7,46.1,N
-33.041,-66.231,313.9,1.5,1.2,2020-10-18,0335,Terra,MODIS,44,6.0NRT,294.1,20.1,N
-33.036,-66.263,340,1.5,1.2,2020-10-18,0335,Terra,MODIS,100,6.0NRT,297.8,77.4,N
-33.039,-66.279,361,1.5,1.2,2020-10-18,0335,Terra,MODIS,100,6.0NRT,302,163,N
